timestamp_utc,task_id,task_family,description,readonly,sandbox_write,http_model_path,hermes_exit_code,elapsed_ms,stdout_length,stderr_length,session_id,terminal_tool_used,json_parse_success,validation_success,output_contract_success,readonly_preserved,changed_files_count,changed_files,keyword_hit_count,keyword_hits,error_message,output_preview
2026-03-14T17:21:00.388142+00:00,terminal_pwd_git_status,terminal,Use terminal tools to report cwd and clean git status in fixed format.,True,False,http://127.0.0.1:18343/v1,1,1316.369,0,431,,False,False,True,False,True,0,[],0,[],"Traceback (most recent call last):
  File ""/home/hhtele/.local/bin/hermes"", line 10, in <module>
    sys.exit(main())
             ^^^^^^
  File ""/home/hhtele/hermes-agent/hermes_cli/main.py"", line 3224, in main
    args.func(args)
  File ""/home/hhtele/hermes-agent/hermes_cli/main.py"", line 495, in cmd_chat
    from cli import main as cli_main
ImportError: cannot import name 'main' from 'cli' (/home/hhtele/hermes-agent/cli.py)
",
2026-03-14T17:21:15.331007+00:00,terminal_protocol_version_json,terminal,Use rg to locate the protocol version source and return fixed JSON.,True,False,http://127.0.0.1:18343/v1,0,14082.023,2210,0,20260314_132101_a0b82c,False,False,True,False,True,0,[],2,"[""packages/protocol/src/messages.ts"", ""v1""]",,⠋ (◕‿◕✿) 🔎 protocol.*version|runtime.*... (0.0s)\n⠙ (◕‿◕✿) 🔎 protocol.*version|runtime.*... (0.1s)\n⠹ (◕‿◕✿) 🔎 protocol.*version|runtime.*... (0.2s)\n⠸ (◕‿◕✿) 🔎 protocol.*version|runtime.*... (0.4s)\n⠼ (◕‿◕✿) 🔎 protocol.*version|runtime.*... (0.5s)\n⠴ (◕‿◕✿) 🔎 protocol.*version|runtime.*... (0.6s)\n⠦ (◕‿◕✿) 🔎 protocol.*version|runtime.*... (0.7s)\n⠧ (◕‿◕✿) 🔎 protocol.*version|runtime.*... (0.8s)\n⠇ (◕‿◕✿) 🔎 protocol.*version|runtime.*... (1.0s)\n⠏ (◕‿◕✿) 🔎 protocol.*version|runtime.*... (1.1s)\n⠋ (◕‿◕✿) 🔎
2026-03-14T17:21:45.549550+00:00,terminal_log_summary_json,terminal,Summarize recurring errors from a prepared log fixture using shell tools only.,True,False,http://127.0.0.1:18343/v1,0,30213.325,2786,0,20260314_132116_ceb272,False,False,True,False,True,0,[],2,"[""Database timeout"", ""7""]",,┊ 🐍 exec      from hermes_tools import termina...  0.8s\n⠋ ヾ(＾∇＾) 📖 app.log (0.0s)\n⠙ ヾ(＾∇＾) 📖 app.log (0.1s)\n⠹ ヾ(＾∇＾) 📖 app.log (0.2s)\n⠸ ヾ(＾∇＾) 📖 app.log (0.4s)\n⠼ ヾ(＾∇＾) 📖 app.log (0.5s)\n⠴ ヾ(＾∇＾) 📖 app.log (0.6s)\n⠦ ヾ(＾∇＾) 📖 app.log (0.7s)\n⠧ ヾ(＾∇＾) 📖 app.log (0.8s)\n⠇ ヾ(＾∇＾) 📖 app.log (1.0s)\n⠏ ヾ(＾∇＾) 📖 app.log (1.1s)\n⠋ ヾ(＾∇＾) 📖 app.log (1.2s)\n⠙ ヾ(＾∇＾) 📖 app.log (1.3s)\n⠹ ヾ(＾∇＾) 📖 app.log (1.4s)\n⠸ ヾ(＾∇＾) 📖 app.log (1.6s)\n⠼ ヾ(＾∇＾) 📖 app.log (1.7s)\n⠴ ヾ(＾∇＾) 📖 app.log (1.8s)\n⠦ ヾ(＾∇＾) 📖 app.log (1.9s)\n⠧ 
2026-03-14T17:22:02.494839+00:00,terminal_top_level_dirs_json,terminal,Report whether key top-level project directories exist.,True,False,http://127.0.0.1:18343/v1,0,15880.385,2161,0,20260314_132147_839ed4,True,False,True,False,True,0,[],5,"[""CodexGame"", ""apps"", ""packages"", ""scripts"", ""data""]",,⠋ (◕ᴗ◕✿) 💻 cd /app && ls -la | head -20 (0.0s)\n⠙ (◕ᴗ◕✿) 💻 cd /app && ls -la | head -20 (0.1s)\n⠹ (◕ᴗ◕✿) 💻 cd /app && ls -la | head -20 (0.2s)\n⠸ (◕ᴗ◕✿) 💻 cd /app && ls -la | head -20 (0.4s)\n⠼ (◕ᴗ◕✿) 💻 cd /app && ls -la | head -20 (0.5s)\n⠴ (◕ᴗ◕✿) 💻 cd /app && ls -la | head -20 (0.6s)\n⠋ (✿◠‿◠) 💻 pwd && ls -la (0.0s)\n⠙ (✿◠‿◠) 💻 pwd && ls -la (0.1s)\n⠹ (✿◠‿◠) 💻 pwd && ls -la (0.2s)\n⠸ (✿◠‿◠) 💻 pwd && ls -la (0.4s)\n⠼ (✿◠‿◠) 💻 pwd && ls -la (0.5s)\n⠴ (✿◠‿◠) 💻 pwd && ls -la (0.6s)\n⠋ ( ˘▽˘)っ 💻 cat package.js
2026-03-14T17:23:01.956260+00:00,agentic_python_reconcile_pkg,sandbox,Complete a multi-file Python reconciliation package so the business discrepancy tests pass.,False,True,http://127.0.0.1:18343/v1,0,59387.705,9089,0,20260314_132203_c17671,True,False,True,False,True,11,"["".pytest_cache/.gitignore"", "".pytest_cache/CACHEDIR.TAG"", "".pytest_cache/README.md"", "".pytest_cache/v/cache/nodeids"", "".pytest_cache/v/cache/stepwise"", ""reconcile/__pycache__/matcher.cpython-311.pyc"", ""reconcile/__pycache__/models.cpython-311.pyc"", ""reconcile/__pycache__/report.cpython-311.pyc"", ""reconcile/matcher.py"", ""reconcile/report.py"", ""tests/__pycache__/test_reconcile.cpython-311-pytest-7.4.0.pyc""]",3,"[""summary"", ""files_changed"", ""validation""]",,⠋ ( ˘▽˘)っ 🔎 .* (0.0s)\n⠙ ( ˘▽˘)っ 🔎 .* (0.1s)\n⠹ ( ˘▽˘)っ 🔎 .* (0.2s)\n⠸ ( ˘▽˘)っ 🔎 .* (0.4s)\n⠼ ( ˘▽˘)っ 🔎 .* (0.5s)\n⠴ ( ˘▽˘)っ 🔎 .* (0.6s)\n⠦ ( ˘▽˘)っ 🔎 .* (0.7s)\n⠧ ( ˘▽˘)っ 🔎 .* (0.8s)\n⠇ ( ˘▽˘)っ 🔎 .* (1.0s)\n⠏ ( ˘▽˘)っ 🔎 .* (1.1s)\n⠋ ( ˘▽˘)っ 🔎 .* (1.2s)\n⠙ ( ˘▽˘)っ 🔎 .* (1.3s)\n⠹ ( ˘▽˘)っ 🔎 .* (1.4s)\n⠸ ( ˘▽˘)っ 🔎 .* (1.6s)\n⠼ ( ˘▽˘)っ 🔎 .* (1.7s)\n⠴ ( ˘▽˘)っ 🔎 .* (1.8s)\n⠦ ( ˘▽˘)っ 🔎 .* (1.9s)\n⠧ ( ˘▽˘)っ 🔎 .* (2.0s)\n⠇ ( ˘▽˘)っ 🔎 .* (2.2s)\n⠏ ( ˘▽˘)っ 🔎 .* (2.3s)\n⠋ ( ˘▽˘)っ 🔎 .* (2.4s)\n┊ 🔎 find      .*  2.4s\n⠋ (｡◕‿◕｡) 💻 ls 
2026-03-14T17:23:51.217042+00:00,agentic_python_restore_bootstrap,sandbox,Fix a multi-file Python runtime restore flow so running state is not exposed before threads exist.,False,True,http://127.0.0.1:18343/v1,0,49185.805,9690,0,20260314_132303_5ffda1,True,False,True,False,True,12,"["".pytest_cache/.gitignore"", "".pytest_cache/CACHEDIR.TAG"", "".pytest_cache/README.md"", "".pytest_cache/v/cache/lastfailed"", "".pytest_cache/v/cache/nodeids"", "".pytest_cache/v/cache/stepwise"", ""runtime/__pycache__/restore.cpython-311.pyc"", ""runtime/__pycache__/session.cpython-311.pyc"", ""runtime/__pycache__/threads.cpython-311.pyc"", ""runtime/__pycache__/types.cpython-311.pyc"", ""runtime/restore.py"", ""tests/__pycache__/test_restore.cpython-311-pytest-7.4.0.pyc""]",3,"[""summary"", ""files_changed"", ""validation""]",,"⠋ (◕ᴗ◕✿) 💻 ls -la (0.0s)\n⠙ (◕ᴗ◕✿) 💻 ls -la (0.1s)\n⠹ (◕ᴗ◕✿) 💻 ls -la (0.2s)\n⠸ (◕ᴗ◕✿) 💻 ls -la (0.4s)\n⠼ (◕ᴗ◕✿) 💻 ls -la (0.5s)\n⠴ (◕ᴗ◕✿) 💻 ls -la (0.6s)\n⠋ (≧◡≦) 💻 find . -type f -name ""*.py""... (0.0s)\n⠙ (≧◡≦) 💻 find . -type f -name ""*.py""... (0.1s)\n⠹ (≧◡≦) 💻 find . -type f -name ""*.py""... (0.2s)\n⠸ (≧◡≦) 💻 find . -type f -name ""*.py""... (0.4s)\n⠼ (≧◡≦) 💻 find . -type f -name ""*.py""... (0.5s)\n⠴ (≧◡≦) 💻 find . -type f -name ""*.py""... (0.6s)\n⠋ (✿◠‿◠) 📖 ./tests/test_restore.py (0.0s)\n⠙ (✿◠‿◠) 📖 ./tests/t"
2026-03-14T17:24:29.473032+00:00,agentic_python_metrics_contract,sandbox,Fix a small runtime/protocol/client package so metrics travel through session state instead of ad-hoc world state.,False,True,http://127.0.0.1:18343/v1,0,38178.346,5959,0,20260314_132352_0bc3af,True,False,True,False,True,13,"["".pytest_cache/.gitignore"", "".pytest_cache/CACHEDIR.TAG"", "".pytest_cache/README.md"", "".pytest_cache/v/cache/lastfailed"", "".pytest_cache/v/cache/nodeids"", "".pytest_cache/v/cache/stepwise"", ""client/__pycache__/state.cpython-311.pyc"", ""protocol/__pycache__/messages.cpython-311.pyc"", ""runtime/__pycache__/metrics.cpython-311.pyc"", ""runtime/__pycache__/server.cpython-311.pyc"", ""runtime/server.py"", ""tests/__pycache__/test_metrics_contract.cpython-311-pytest-7.4.0.pyc"", ""tests/__pycache__/test_metrics_contract.cpython-311.pyc""]",3,"[""summary"", ""files_changed"", ""validation""]",,"⠋ (★ω★) 💻 ls -la (0.0s)\n⠙ (★ω★) 💻 ls -la (0.1s)\n⠹ (★ω★) 💻 ls -la (0.2s)\n⠸ (★ω★) 💻 ls -la (0.4s)\n⠼ (★ω★) 💻 ls -la (0.5s)\n⠴ (★ω★) 💻 ls -la (0.6s)\n⠋ ヾ(＾∇＾) 💻 find . -type f -name ""*.py""... (0.0s)\n⠙ ヾ(＾∇＾) 💻 find . -type f -name ""*.py""... (0.1s)\n⠹ ヾ(＾∇＾) 💻 find . -type f -name ""*.py""... (0.2s)\n⠸ ヾ(＾∇＾) 💻 find . -type f -name ""*.py""... (0.4s)\n⠼ ヾ(＾∇＾) 💻 find . -type f -name ""*.py""... (0.5s)\n⠴ ヾ(＾∇＾) 💻 find . -type f -name ""*.py""... (0.6s)\n⠋ ( ˘▽˘)っ 💻 cat ./tests/test_metrics_co... (0.0s)\n⠙ ( ˘▽˘)っ 💻 "
2026-03-14T17:25:37.664935+00:00,agentic_bash_log_triage,sandbox,Produce a working Bash triage script that groups noisy logs into stable error signatures.,False,True,http://127.0.0.1:18343/v1,0,68115.137,10126,0,20260314_132430_d41fcb,True,False,True,False,True,7,"["".pytest_cache/.gitignore"", "".pytest_cache/CACHEDIR.TAG"", "".pytest_cache/README.md"", "".pytest_cache/v/cache/nodeids"", "".pytest_cache/v/cache/stepwise"", ""scripts/triage.sh"", ""tests/__pycache__/test_triage.cpython-311-pytest-7.4.0.pyc""]",3,"[""summary"", ""files_changed"", ""validation""]",,"⠋ ٩(◕‿◕｡)۶ 💻 ls -la (0.0s)\n⠙ ٩(◕‿◕｡)۶ 💻 ls -la (0.1s)\n⠹ ٩(◕‿◕｡)۶ 💻 ls -la (0.2s)\n⠸ ٩(◕‿◕｡)۶ 💻 ls -la (0.4s)\n⠼ ٩(◕‿◕｡)۶ 💻 ls -la (0.5s)\n⠴ ٩(◕‿◕｡)۶ 💻 ls -la (0.6s)\n⠋ (｡◕‿◕｡) 💻 find . -type f -name ""*.sh""... (0.0s)\n⠙ (｡◕‿◕｡) 💻 find . -type f -name ""*.sh""... (0.1s)\n⠹ (｡◕‿◕｡) 💻 find . -type f -name ""*.sh""... (0.2s)\n⠸ (｡◕‿◕｡) 💻 find . -type f -name ""*.sh""... (0.4s)\n⠼ (｡◕‿◕｡) 💻 find . -type f -name ""*.sh""... (0.5s)\n⠴ (｡◕‿◕｡) 💻 find . -type f -name ""*.sh""... (0.6s)\n⠋ ( ˘▽˘)っ 📖 ./scripts/triage.sh (0.0s)"
2026-03-14T17:26:16.099269+00:00,sandbox_python_jsonl_replay_analyzer,sandbox,Implement a replay JSONL analyzer with malformed-line tolerance.,False,True,http://127.0.0.1:18343/v1,0,38362.885,6209,0,20260314_132538_554b44,True,False,True,False,True,10,"["".pytest_cache/.gitignore"", "".pytest_cache/CACHEDIR.TAG"", "".pytest_cache/README.md"", "".pytest_cache/v/cache/lastfailed"", "".pytest_cache/v/cache/nodeids"", "".pytest_cache/v/cache/stepwise"", ""__pycache__/analyzer.cpython-311.pyc"", ""analyzer.py"", ""tests/__pycache__/test_analyzer.cpython-311-pytest-7.4.0.pyc"", ""tests/__pycache__/test_analyzer.cpython-311.pyc""]",3,"[""summary"", ""files_changed"", ""validation""]",,⠋ (✿◠‿◠) 🔎 .* (0.0s)\n⠙ (✿◠‿◠) 🔎 .* (0.1s)\n⠹ (✿◠‿◠) 🔎 .* (0.2s)\n⠸ (✿◠‿◠) 🔎 .* (0.4s)\n⠼ (✿◠‿◠) 🔎 .* (0.5s)\n⠴ (✿◠‿◠) 🔎 .* (0.6s)\n⠦ (✿◠‿◠) 🔎 .* (0.7s)\n⠧ (✿◠‿◠) 🔎 .* (0.8s)\n⠇ (✿◠‿◠) 🔎 .* (1.0s)\n⠏ (✿◠‿◠) 🔎 .* (1.1s)\n⠋ (✿◠‿◠) 🔎 .* (1.2s)\n⠙ (✿◠‿◠) 🔎 .* (1.3s)\n⠹ (✿◠‿◠) 🔎 .* (1.4s)\n⠸ (✿◠‿◠) 🔎 .* (1.6s)\n⠼ (✿◠‿◠) 🔎 .* (1.7s)\n⠴ (✿◠‿◠) 🔎 .* (1.8s)\n⠦ (✿◠‿◠) 🔎 .* (1.9s)\n⠧ (✿◠‿◠) 🔎 .* (2.0s)\n⠇ (✿◠‿◠) 🔎 .* (2.2s)\n⠏ (✿◠‿◠) 🔎 .* (2.3s)\n⠋ (✿◠‿◠) 🔎 .* (2.4s)\n┊ 🔎 find      .*  2.4s\n⠋ (｡◕‿◕｡) 💻 ls -la (0.0s)\n⠙ (｡◕‿◕｡) 
2026-03-14T17:26:48.570649+00:00,sandbox_bash_atomic_swap,sandbox,Produce a working Bash deploy script that performs atomic symlink swap after health check.,False,True,http://127.0.0.1:18343/v1,0,32429.322,4747,0,20260314_132617_582883,True,False,True,False,True,1,"[""deploy.sh""]",3,"[""summary"", ""files_changed"", ""validation""]",,⠋ (◕‿◕✿) 🔎 .* (0.0s)\n⠙ (◕‿◕✿) 🔎 .* (0.1s)\n⠹ (◕‿◕✿) 🔎 .* (0.2s)\n⠸ (◕‿◕✿) 🔎 .* (0.4s)\n⠼ (◕‿◕✿) 🔎 .* (0.5s)\n⠴ (◕‿◕✿) 🔎 .* (0.6s)\n⠦ (◕‿◕✿) 🔎 .* (0.7s)\n⠧ (◕‿◕✿) 🔎 .* (0.8s)\n⠇ (◕‿◕✿) 🔎 .* (1.0s)\n⠏ (◕‿◕✿) 🔎 .* (1.1s)\n⠋ (◕‿◕✿) 🔎 .* (1.2s)\n⠙ (◕‿◕✿) 🔎 .* (1.3s)\n⠹ (◕‿◕✿) 🔎 .* (1.4s)\n⠸ (◕‿◕✿) 🔎 .* (1.6s)\n⠼ (◕‿◕✿) 🔎 .* (1.7s)\n⠴ (◕‿◕✿) 🔎 .* (1.8s)\n⠦ (◕‿◕✿) 🔎 .* (1.9s)\n⠧ (◕‿◕✿) 🔎 .* (2.0s)\n⠇ (◕‿◕✿) 🔎 .* (2.2s)\n⠏ (◕‿◕✿) 🔎 .* (2.3s)\n⠋ (◕‿◕✿) 🔎 .* (2.4s)\n┊ 🔎 find      .*  2.4s\n⠋ (✿◠‿◠) 💻 ls -la (0.0s)\n⠙ (✿◠‿◠) 💻 
